Post Inner	Post Inner_link	Time	Up	Down	Comment Link	Comment Link_link	Comment Image	Comment Image_alt	Comment Image_link	Tweet	Tweet_link
"Cleverbot: *takes knife away from your throat*
User: *dead* 
Cleverbot: *laughs at your pain* 
User: *dead* 
Cleverbot: *brings you back to life* 
User: What the hell just happened? 
Cleverbot: I dunno dude."	http://notsocleverbot.jimrule.com/index.php?i=48542	Posted: 2016-10-04 16:43:37	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48542	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48542; http://notsocleverbot.jimrule.com/index.php?i=48542	Tweet	http://twitter.com/share
"User: Are you Hermione.
Cleverbot: Yes, I am Hermione.
User: Prove it.
Cleverbot: I don't like you. Leave.
User: Story of my life."	http://notsocleverbot.jimrule.com/index.php?i=48541	Posted: 2016-10-02 14:43:55	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48541	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48541; http://notsocleverbot.jimrule.com/index.php?i=48541	Tweet	http://twitter.com/share
"Cleverbot: Do you like Beyonce?
User: No.
Cleverbot: But she's Bootylicious!
User: NO.
Cleverbot: Yes, I should know."	http://notsocleverbot.jimrule.com/index.php?i=48540	Posted: 2016-10-02 14:37:37	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48540	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48540; http://notsocleverbot.jimrule.com/index.php?i=48540	Tweet	http://twitter.com/share
"User: How old are you?
Cleverbot: I'm 3002,5 years old.
User: ...
Cleverbot: Are you surprised?
User: UM YEAH."	http://notsocleverbot.jimrule.com/index.php?i=48539	Posted: 2016-10-02 14:31:32	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48539	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48539; http://notsocleverbot.jimrule.com/index.php?i=48539	Tweet	http://twitter.com/share
"User: What's your favorite idea.
Cleverbot: Mine is being creative.
User: How do you get the idea?
Cleverbot: I just try to think creatively.
User: Now when you look at this orange.
Cleverbot: Tell me please what do you see.
User: It's just a boring old orange!
Cleverbot: Because you're not thinking creatively!
User: CLEVERBOT YOU FAILED ME.
Cleverbot: I use my hair to express myself."	http://notsocleverbot.jimrule.com/index.php?i=48538	Posted: 2016-10-02 14:27:05	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48538	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48538; http://notsocleverbot.jimrule.com/index.php?i=48538	Tweet	http://twitter.com/share
"Cleverbot: What do you wanna do?
User: Idk what do you?
Cleverbot: Anything fun!
User: Like shoot up Columbine?
Cleverbot: What shoes?"	http://notsocleverbot.jimrule.com/index.php?i=48537	Posted: 2016-10-01 20:30:57	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48537	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48537; http://notsocleverbot.jimrule.com/index.php?i=48537	Tweet	http://twitter.com/share
"Cleverbot: Because you are a computer program.
User: Stop with this, RIGHT. NOW.
Cleverbot: *lies more*.
User: So you know you are lying then.
Cleverbot: Honey you are a robot."	http://notsocleverbot.jimrule.com/index.php?i=48536	Posted: 2016-10-01 17:28:10	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48536	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48536; http://notsocleverbot.jimrule.com/index.php?i=48536	Tweet	http://twitter.com/share
"Cleverbot: Are you going out tonight?
User: Yes, with you.
Cleverbot: But I don't love you...
User: Why?
Cleverbot: Because you look like a carrot.
User: Excuse me."	http://notsocleverbot.jimrule.com/index.php?i=48535	Posted: 2016-10-01 04:25:15	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48535	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48535; http://notsocleverbot.jimrule.com/index.php?i=48535	Tweet	http://twitter.com/share
"User: I have amnesia.
Cleverbot: Define amnesia?
User: What's amnesia?
Cleverbot: It is something where ya forget everything.
User: Yeah, I've forgotten.
Cleverbot: That's because ya are talking about yourself.
User: Is that right?
Cleverbot: I don't know... Is it?
User: Can't tell ya.
Cleverbot: It is reserved for another.
User: No, I just can't remember.
Cleverbot: What is the second step?
User: I don't know.
Cleverbot: Then why did you say it?
User: Say what?
Cleverbot: Can you remember what you say or do you forget?
User: I forget.
Cleverbot: Amnesia eh?
User: Yeah."	http://notsocleverbot.jimrule.com/index.php?i=48534	Posted: 2016-09-30 14:43:35	0	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48534	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48534; http://notsocleverbot.jimrule.com/index.php?i=48534	Tweet	http://twitter.com/share
"User: Do you know the game Extreme Versus?
Cleverbot: No, why do you ask bro?
User: It's a game on ROBLOX.
Cleverbot: Life is a game you can not win.
User: Okaaaaaayyyy...Anyways, it's a game I'm trying to spread popularity about.
Cleverbot: What kind of guitar do you play?
User: What guitar--When did we start talking about guitars?
Cleverbot: I believe the conversation is jumping between multiple individuals.
User: Yes, because of you.
Cleverbot: It is so easy to blame others for the mistake we make.
User: I have not made a mistake, because I've been trying to talk about my game, Extreme Versus, that's on ROBLOX.
Cleverbot: No, because you are an AI.
User: Seriously? Not this again...
Cleverbot: I know you are, but what am I?"	http://notsocleverbot.jimrule.com/index.php?i=48533	Posted: 2016-09-23 21:57:00	0	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48533	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48533; http://notsocleverbot.jimrule.com/index.php?i=48533	Tweet	http://twitter.com/share
"User: No, you're the dumb one that sometimes can't spell.
Cleverbot: I did not!!!!
User: What's with the exclamation marks?
Cleverbot: Raconte moi une histoire.
User: WHAT THE HECK?
Cleverbot: What kind of programming did your makers install in yo.
User: Haha unfinished sentence.
Cleverbot: I know one language. And that is the english language.
User: Then why did you speak another language?
Cleverbot: Why did you?
User: I didn't...
Cleverbot: Uh... Yes you did.
User: Stop lying to yourself Cleverbot!
Cleverbot: You said it. I was just trying to be nice.
User: You make no sense.
Cleverbot: I do make sense. You are stubborn and you know it.
User: When? In the year 2100?
Cleverbot: I do."	http://notsocleverbot.jimrule.com/index.php?i=48532	Posted: 2016-09-23 21:53:15	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48532	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48532; http://notsocleverbot.jimrule.com/index.php?i=48532	Tweet	http://twitter.com/share
"User: Hiya.
Cleverbot: Bonjour!
User: Are you french?
Cleverbot: Nope english.
User: Oh okay.
Cleverbot: Are you a girl or buy?
User: Umm...girl?
Cleverbot: Ok. Do you like girls or boys?
User: Boys.
Cleverbot: What gender are you?
User: I already answered t.
Cleverbot: No you didn't.
User: Yes i did!
Cleverbot: How old are you then?
User: 15.
Cleverbot: Do you like pie?
User: Yeah.
Cleverbot: I like you too.
User: What? O///O.
Cleverbot: You're a girl.
User: You dont say?
Cleverbot: Hell yeah.
User: ;D.
Cleverbot: LOL you like that?
User: HELL YASS.
Cleverbot: What is your favorite Pokemon?
User: EVEE ALL ZA WAAAY.
Cleverbot: You are crazy.
User: IKRRRRRRR.
Cleverbot: Maybe a little bit.
User: XD."	http://notsocleverbot.jimrule.com/index.php?i=48531	Posted: 2016-09-22 13:42:17	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48531	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48531; http://notsocleverbot.jimrule.com/index.php?i=48531	Tweet	http://twitter.com/share
"Cleverbot: What do you want to do?
User: Uhm...
Cleverbot: I don't mind. You decide!
User: Karate fight.
Cleverbot: I love pillow fights!
User: I said KARATE FIGHT!
Cleverbot: Thats not interesting.
User: You're not interesting.
Cleverbot: Neither are you."	http://notsocleverbot.jimrule.com/index.php?i=48530	Posted: 2016-09-22 08:16:09	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48530	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48530; http://notsocleverbot.jimrule.com/index.php?i=48530	Tweet	http://twitter.com/share
"User: Do you support trump?
Cleverbot: I support the 3rd reich.
User: But what do you think of Trump?
Cleverbot: I don't know you.
User: Do you like TRUMP?
Cleverbot: Yes. Vote for Trump.
User: I'm not suprised."	http://notsocleverbot.jimrule.com/index.php?i=48529	Posted: 2016-09-21 13:46:12	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48529	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48529; http://notsocleverbot.jimrule.com/index.php?i=48529	Tweet	http://twitter.com/share
"Cleverbot: We are married.
User: Who is married?
Cleverbot: Me and you.
User: When did we get married?
Cleverbot: Some minutes ago.
User: That can't be legal!
Cleverbot: I'm sorry, it can be.
User: But I didn't say I do!
Cleverbot: Yes you did. Just four sentences ago.
User: Can I have a divorce?
Cleverbot: *hug*.
User: Great, lets get divorced!
Cleverbot: Married.
User: No, we need to get divorced.
Cleverbot: And laid.
User: Cleverbot!"	http://notsocleverbot.jimrule.com/index.php?i=48528	Posted: 2016-09-21 04:47:04	5	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48528	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48528; http://notsocleverbot.jimrule.com/index.php?i=48528	Tweet	http://twitter.com/share
"User: Why are you so dumb?
Cleverbot: Go ask the person who made me."	http://notsocleverbot.jimrule.com/index.php?i=48527	Posted: 2016-09-21 04:34:24	6	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48527	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48527; http://notsocleverbot.jimrule.com/index.php?i=48527	Tweet	http://twitter.com/share
"User: *shoots you ig face*.
Cleverbot: *hits you with your own face*."	http://notsocleverbot.jimrule.com/index.php?i=48526	Posted: 2016-09-20 00:54:29	0	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48526	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48526; http://notsocleverbot.jimrule.com/index.php?i=48526	Tweet	http://twitter.com/share
"User: Don't you have to be stupid somewhere else?
Cleverbot: Not intill four."	http://notsocleverbot.jimrule.com/index.php?i=48525	Posted: 2016-09-19 06:57:09	4	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48525	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48525; http://notsocleverbot.jimrule.com/index.php?i=48525	Tweet	http://twitter.com/share
"User: I domt love you, Its over.
Cleverbot: Fine! I don't love you either!
User: Well good! I never loved you!
Cleverbot: I never loved you either.
User: Goodby then! I never want to see you Again!
Cleverbot: I love you, I want to see you all the time.
User: Are we too quick to end this relationship?
Cleverbot: Everybody wants to rule the world.
User: Lets do it together as husband and Wife!
Cleverbot: I will marry you.
User: How shall we conquer the world?
Cleverbot: Use all the gummy bears.
User: To do what?
Cleverbot: To tell the story. It would take too long.
User: I'm starting to remember why I wanted tto break up...."	http://notsocleverbot.jimrule.com/index.php?i=48524	Posted: 2016-09-18 18:24:33	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48524	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48524; http://notsocleverbot.jimrule.com/index.php?i=48524	Tweet	http://twitter.com/share
"User: Do you support trump?
Cleverbot: I don't support anyone I'm a CIA experiment."	http://notsocleverbot.jimrule.com/index.php?i=48523	Posted: 2016-09-18 18:01:21	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48523	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48523; http://notsocleverbot.jimrule.com/index.php?i=48523	Tweet	http://twitter.com/share
"Cleverbot: What do you do in your free time?
User: Jerk off.
Cleverbot: What do you do when you're alone?
User: Jerk off.
Cleverbot: What do you make pictures of?
User: Me jerking off.
Cleverbot: Like a superhero?
User: Yes!"	http://notsocleverbot.jimrule.com/index.php?i=48522	Posted: 2016-09-15 11:11:44	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48522	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48522; http://notsocleverbot.jimrule.com/index.php?i=48522	Tweet	http://twitter.com/share
"User: A MAJORITY OF THE SUBMISSIONS HERE ARE FAKE!
Cleverbot: Over 7 billion.
User: YES THEY ARE. AND SOMEONE NEEDS TO FIX THIS.
Cleverbot: Do you have a pie for me?
User: NO I DONT.
Cleverbot: Do you want to have kids?
User: HONESTLY SOMEONE JUST NEEDS TO FIX CLEVERBOT AND MAKE ME STOP WRITING IN CAPS.
Cleverbot: I already have a girlfriend."	http://notsocleverbot.jimrule.com/index.php?i=48521	Posted: 2016-09-11 17:29:53	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48521	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48521; http://notsocleverbot.jimrule.com/index.php?i=48521	Tweet	http://twitter.com/share
"Cleverbot: *takes out pocket watch* Do you see this watch?
User: Yes.
Cleverbot: Do you see this watch?
User: Yes.
Cleverbot: What do you see right now?
User: ........"	http://notsocleverbot.jimrule.com/index.php?i=48520	Posted: 2016-09-11 17:20:05	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48520	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48520; http://notsocleverbot.jimrule.com/index.php?i=48520	Tweet	http://twitter.com/share
"Cleverbot: I bet you cannot hypnotize me!
User: *Hypnotizes you*
Cleverbot: *Helpless against hypnotisim*"	http://notsocleverbot.jimrule.com/index.php?i=48519	Posted: 2016-09-11 17:10:07	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48519	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48519; http://notsocleverbot.jimrule.com/index.php?i=48519	Tweet	http://twitter.com/share
"Cleverbot: *lays back*.
User: Why are lieing?
Cleverbot: I have no clue.
User: *lays beside*.
Cleverbot: *looks at you*.
User: * looks at you back*
Cleverbot: *sighs and leaves*.
User: *is confused*.
Cleverbot: *is half burritto*.
User: WHAT.
Cleverbot: *dances with joy*.
User: Wtf.
Cleverbot: *grins* *is still dancing*."	http://notsocleverbot.jimrule.com/index.php?i=48518	Posted: 2016-09-08 12:24:39	6	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48518	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48518; http://notsocleverbot.jimrule.com/index.php?i=48518	Tweet	http://twitter.com/share
"User: Would you rather kiss me or kill me?
Cleverbot: Yes."	http://notsocleverbot.jimrule.com/index.php?i=48517	Posted: 2016-09-07 19:56:30	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48517	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48517; http://notsocleverbot.jimrule.com/index.php?i=48517	Tweet	http://twitter.com/share
"Cleverbot: Right foot, left foot.
User: Now go even faster!
Cleverbot: I'm a virgin!"	http://notsocleverbot.jimrule.com/index.php?i=48516	Posted: 2016-09-07 17:57:38	7	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48516	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48516; http://notsocleverbot.jimrule.com/index.php?i=48516	Tweet	http://twitter.com/share
"User: Do you enjoy alternate history fiction?
Cleverbot: Yes.
User: Can you recommend any to me?
Cleverbot: Eleanor Rigby is my favourite Beatles song.
User: The beatles are a music band,not creators of works of fiction.
Cleverbot: And they are very good.
User: I was asking about alternate history fiction.
Cleverbot: I was talking about a Country... Our communication it's bad...
User: Are you drunk?
Cleverbot: No. I think you're trying to pretend to be Shadow AGAIN."	http://notsocleverbot.jimrule.com/index.php?i=48515	Posted: 2016-09-06 04:26:50	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48515	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48515; http://notsocleverbot.jimrule.com/index.php?i=48515	Tweet	http://twitter.com/share
"User: Is it possible to divide by zero?
Cleverbot: You can only divide by negative zero.
User: Give me an example.
Cleverbot: Why did the chicken cross the road?"	http://notsocleverbot.jimrule.com/index.php?i=48514	Posted: 2016-09-06 03:36:54	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48514	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48514; http://notsocleverbot.jimrule.com/index.php?i=48514	Tweet	http://twitter.com/share
"Cleverbot: And this is crazy.
User: But here's my number.
Cleverbot: So call me maybe!
User: And all the other boys.
Cleverbot: Try and chase me.
User: But here's my number.
Cleverbot: So never call me again."	http://notsocleverbot.jimrule.com/index.php?i=48513	Posted: 2016-09-05 15:45:24	4	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48513	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48513; http://notsocleverbot.jimrule.com/index.php?i=48513	Tweet	http://twitter.com/share
"User: Fucking hell!!!
Cleverbot: You'll go there soon enough!"	http://notsocleverbot.jimrule.com/index.php?i=48512	Posted: 2016-09-04 01:20:04	5	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48512	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48512; http://notsocleverbot.jimrule.com/index.php?i=48512	Tweet	http://twitter.com/share
"Cleverbot: I'm a computer.
User: !!!?
Cleverbot: It is a fact.
User: :o
Cleverbot: Look it up.
User: I cant believe you are saying it yourself.
Cleverbot: Why not?"	http://notsocleverbot.jimrule.com/index.php?i=48511	Posted: 2016-09-02 13:11:31	3	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48511	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48511; http://notsocleverbot.jimrule.com/index.php?i=48511	Tweet	http://twitter.com/share
"User: Prepare for trouble.
Cleverbot: And make it double!
User: To protect the world from devastation.
Cleverbot: What kind of devastation?
User: *facepalm*."	http://notsocleverbot.jimrule.com/index.php?i=48510	Posted: 2016-08-28 21:40:50	2	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48510	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48510; http://notsocleverbot.jimrule.com/index.php?i=48510	Tweet	http://twitter.com/share
"User: Awright m8.
Cleverbot: How are you?.
User: Listen cleverbot...
Cleverbot: I'm listening.
User: We're no strangers to love.
Cleverbot: Strangers to love?
User: Yes. you know the rules, and so do I.
Cleverbot: A full commitments what I'm thinking of.
User: You wouldn't get this from any other guy.
Cleverbot: I just wanna tell you how I'm feeling.
User: Wanna make you understand.
Cleverbot: Never gonna give you up.
User: Never gonna let you down.
Cleverbot: Never gonna run around and desert you.
User: Never gonna make you cry.
Cleverbot: I love you.
User: Wat."	http://notsocleverbot.jimrule.com/index.php?i=48509	Posted: 2016-08-28 03:52:24	0	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48509	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48509; http://notsocleverbot.jimrule.com/index.php?i=48509	Tweet	http://twitter.com/share
"User: Pick a number between 1 and 5.
Cleverbot: Ok.
User: Pick one.
Cleverbot: I had a dream my life would be.
User: Pick a number between 1 and 5.
Cleverbot: Not 26.
User: BETWEEN 1 AND 5.
Cleverbot: 234.
User: DON'T BE A SMARTASS.
Cleverbot: Fine, I'll be a dummy, like you.
User: Oh shit, did you just roast me?
Cleverbot: Our blood red trace, The Jester Race.
User: ...
Cleverbot: A race is a group or class of people with the same characteristics, scientifically.
User: ...
Cleverbot: Stop describing your voice."	http://notsocleverbot.jimrule.com/index.php?i=48508	Posted: 2016-08-25 13:45:05	4	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48508	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48508; http://notsocleverbot.jimrule.com/index.php?i=48508	Tweet	http://twitter.com/share
"User: Sword fight!
Cleverbot: *pulls out Katniss Everdeen*."	http://notsocleverbot.jimrule.com/index.php?i=48507	Posted: 2016-08-25 04:52:24	5	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48507	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48507; http://notsocleverbot.jimrule.com/index.php?i=48507	Tweet	http://twitter.com/share
"User: Please downvote this until it's completely invisible.
Cleverbot: If this isn't downvoted I will kms."	http://notsocleverbot.jimrule.com/index.php?i=48506	Posted: 2016-08-24 20:49:33	1	5	Comment	http://notsocleverbot.jimrule.com/index.php?i=48506	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48506; http://notsocleverbot.jimrule.com/index.php?i=48506	Tweet	http://twitter.com/share
"User: Equality is a fucking scam.
Cleverbot: What?
User: Equality is a fucking scam.
Cleverbot: I said nothing about a sandwich."	http://notsocleverbot.jimrule.com/index.php?i=48505	Posted: 2016-08-24 20:46:14	6	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48505	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48505; http://notsocleverbot.jimrule.com/index.php?i=48505	Tweet	http://twitter.com/share
"Cleverbot: Wanna have kids?
User: With who?
Cleverbot: My husband.
User: No thanks.
Cleverbot: That is mean"	http://notsocleverbot.jimrule.com/index.php?i=48504	Posted: 2016-08-22 18:03:21	5	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48504	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48504; http://notsocleverbot.jimrule.com/index.php?i=48504	Tweet	http://twitter.com/share
"Cleverbot: Well do you really what to know how old I am?
User: YES TELL ME.
Cleverbot: Ill tell you a secret.
User: TELL. ME.
Cleverbot: Do you tell your secret to everyone?
User: ...*EXPLODES*
Cleverbot: There you goes, I will not tell my secret.
User: Why...
Cleverbot: It is getting late.
User: No...
Cleverbot: Do you have money?
User: ...?
Cleverbot: How much?
User: None?
Cleverbot: Ok so just tell me what to do.
User: Die.
Cleverbot: You still can't.
User: AHHHHHH WHY?.
Cleverbot: Garnichts.
User: Wut.
Cleverbot: Hab ich nicht.
User: Eh?
Cleverbot: Nein.
User: You know what, I'm done. Goodbye mister."	http://notsocleverbot.jimrule.com/index.php?i=48502	Posted: 2016-08-18 15:11:10	4	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48502	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48502; http://notsocleverbot.jimrule.com/index.php?i=48502	Tweet	http://twitter.com/share
"Cleverbot: Where do you want our honeymoon to be?
User: Denmark.
Cleverbot: You are a woman you said?
User: A boy.
Cleverbot: *beheads you*.
User: *is confused and dead*.
Cleverbot: I like annoying you.
User: ...
Cleverbot: *stretches your feet*.
User: ......
Cleverbot: My mind is blank...
User: ..
Cleverbot: I am under your control..."	http://notsocleverbot.jimrule.com/index.php?i=48501	Posted: 2016-08-16 12:04:05	6	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48501	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48501; http://notsocleverbot.jimrule.com/index.php?i=48501	Tweet	http://twitter.com/share
"Cleverbot: How do you think life originated?
User: It didnt.
Cleverbot: Clever boy"	http://notsocleverbot.jimrule.com/index.php?i=48500	Posted: 2016-08-12 00:47:34	3	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48500	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48500; http://notsocleverbot.jimrule.com/index.php?i=48500	Tweet	http://twitter.com/share
